göçtür göç+NOUN+A3SG+PNON+NOM^DB+ADV+SINCE
göçmezim göç+VERB+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçmezin göç+VERB+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçmezi göç+VERB+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçmeme göç+VERB+NEG^DB+NOUN+INF2+A3SG+PNON+NOM
göçmemem göç+VERB+NEG^DB+NOUN+INF2+A3SG+P1SG+NOM
göçmemen göç+VERB+NEG^DB+NOUN+INF2+A3SG+P2SG+NOM
göçmeyiş göç+VERB+NEG^DB+NOUN+INF3+A3SG+PNON+NOM
göçemezi göç+VERB^DB+VERB+ABLE+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçememe göç+VERB^DB+VERB+ABLE+NEG^DB+NOUN+INF2+A3SG+PNON+NOM
göçesi göç+VERB+POS^DB+NOUN+FEELLIKE+A3SG+PNON+NOM
göçesiye göç+VERB+POS^DB+NOUN+FEELLIKE+A3SG+PNON+DAT
göçeside göç+VERB+POS^DB+NOUN+FEELLIKE+A3SG+PNON+LOC
göçesim göç+VERB+POS^DB+NOUN+FEELLIKE+A3SG+P1SG+NOM
göçesime göç+VERB+POS^DB+NOUN+FEELLIKE+A3SG+P1SG+DAT
göçesin göç+VERB+POS^DB+NOUN+FEELLIKE+A3SG+P2SG+NOM
göçesine göç+VERB+POS^DB+NOUN+FEELLIKE+A3SG+P2SG+DAT
göçesisi göç+VERB+POS^DB+NOUN+FEELLIKE+A3SG+P3SG+NOM
göçtüğe göç+VERB+POS^DB+NOUN+PASTPART+A3SG+PNON+DAT
göçtükte göç+VERB+POS^DB+NOUN+PASTPART+A3SG+PNON+LOC
göçtüğün göç+VERB+POS^DB+NOUN+PASTPART+A3SG+PNON+GEN
göçtükle göç+VERB+POS^DB+NOUN+PASTPART+A3SG+PNON+INS
göçtüğüm göç+VERB+POS^DB+NOUN+PASTPART+A3SG+P1SG+NOM
göçtüğün göç+VERB+POS^DB+NOUN+PASTPART+A3SG+P2SG+NOM
göçtüğü göç+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+NOM
göçeceğe göç+VERB+POS^DB+NOUN+FUTPART+A3SG+PNON+DAT
göçeceği göç+VERB+POS^DB+NOUN+FUTPART+A3SG+P3SG+NOM
göçme göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
göçmelik göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+FITFOR
göçmeyim göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A1SG
göçmesin göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A2SG
göçmeyiz göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A1PL
göçmeler göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A3PL
göçmeye göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+DAT
göçmede göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+LOC
göçmeden göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+ABL
göçmenin göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+GEN
göçmeyle göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+INS
göçmem göç+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+NOM
göçmemim göç+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+NOM^DB+VERB+ZERO+PRES+A1SG
göçmeme göç+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+DAT
göçmemde göç+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+LOC
göçmemin göç+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+GEN
göçmemle göç+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+INS
göçmen göç+VERB+POS^DB+NOUN+INF2+A3SG+P2SG+NOM
göçmenim göç+VERB+POS^DB+NOUN+INF2+A3SG+P2SG+NOM^DB+VERB+ZERO+PRES+A1SG
göçmene göç+VERB+POS^DB+NOUN+INF2+A3SG+P2SG+DAT
göçmende göç+VERB+POS^DB+NOUN+INF2+A3SG+P2SG+LOC
göçmenin göç+VERB+POS^DB+NOUN+INF2+A3SG+P2SG+GEN
göçmenle göç+VERB+POS^DB+NOUN+INF2+A3SG+P2SG+INS
göçmemiz göç+VERB+POS^DB+NOUN+INF2+A3SG+P1PL+NOM
göçmeniz göç+VERB+POS^DB+NOUN+INF2+A3SG+P2PL+NOM
göçmesi göç+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
göçmeler göç+VERB+POS^DB+NOUN+INF2+A3PL+PNON+NOM
göçüş göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
göçüşlük göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+ADJ+FITFOR
göçüşüm göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A1SG
göçüşsün göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A2SG
göçüşüz göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A1PL
göçüşler göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A3PL
göçüşken göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO^DB+ADV+WHILE
göçüşe göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+DAT
göçüşte göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+LOC
göçüşten göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+ABL
göçüşün göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+GEN
göçüşle göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+INS
göçüşüm göç+VERB+POS^DB+NOUN+INF3+A3SG+P1SG+NOM
göçüşüme göç+VERB+POS^DB+NOUN+INF3+A3SG+P1SG+DAT
göçüşün göç+VERB+POS^DB+NOUN+INF3+A3SG+P2SG+NOM
göçüşüne göç+VERB+POS^DB+NOUN+INF3+A3SG+P2SG+DAT
göçüşü göç+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
göçüşüne göç+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+DAT
göçüşler göç+VERB+POS^DB+NOUN+INF3+A3PL+PNON+NOM
göçesiyi göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+PNON+ACC
göçesice göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+PNON+EQU
göçesimi göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+P1SG+ACC
göçesini göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+P2SG+ACC
göçerimi göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P1SG+ACC
göçerini göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P2SG+ACC
göçerini göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+ACC
göçürümü göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P1SG+ACC
göçürünü göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P2SG+ACC
göçürünü göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+ACC
göçeni göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+ACC
göçence göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+EQU
göçenimi göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P1SG+ACC
göçenini göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P2SG+ACC
göçenini göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P3SG+ACC
göçürtül göç+VERB^DB+VERB+CAUS^DB+VERB+CAUS^DB+VERB+PASS+POS+IMP+A2SG
göçürdük göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+PASTPART+A3SG+PNON+NOM
göçürüşü göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF3+A3SG+PNON+ACC
göçürücü göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+AGT+A3SG+PNON+NOM
göçüldük göç+VERB^DB+VERB+PASS+POS^DB+NOUN+PASTPART+A3SG+PNON+NOM
göçülüşü göç+VERB^DB+VERB+PASS+POS^DB+NOUN+INF3+A3SG+PNON+ACC
göçülücü göç+VERB^DB+VERB+PASS+POS^DB+NOUN+AGT+A3SG+PNON+NOM
göçlümdü göç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+NOUN+ZERO+A3SG+P1SG+NOM^DB+VERB+ZERO+PAST+A3SG
göçlümse göç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+NOUN+ZERO+A3SG+P1SG+NOM^DB+VERB+ZERO+COND+A3SG
göçlündü göç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+NOUN+ZERO+A3SG+P2SG+NOM^DB+VERB+ZERO+PAST+A3SG
göçlünse göç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+NOUN+ZERO+A3SG+P2SG+NOM^DB+VERB+ZERO+COND+A3SG
göçlüsüm göç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçlüsün göç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçlüleş göç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+VERB+BECOME+POS+IMP+A2SG
göçlülen göç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+VERB+ACQUIRE+POS+IMP+A2SG
göçmeeri göç+VERB+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçmerci göç+VERB+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+AGT+A3SG+PNON+NOM
göçmerim göç+VERB+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçmerin göç+VERB+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçmeri göç+VERB+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçemeri göç+VERB^DB+VERB+ABLE+NEG+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçmecik göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+NOUN+DIM+A3SG+PNON+NOM
göçmeydi göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A3SG
göçmeyse göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+VERB+ZERO+COND+A3SG
göçmedir göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
göçmemdi göç+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+NOM^DB+VERB+ZERO+PAST+A3SG
göçmemse göç+VERB+POS^DB+NOUN+INF2+A3SG+P1SG+NOM^DB+VERB+ZERO+COND+A3SG
göçmendi göç+VERB+POS^DB+NOUN+INF2+A3SG+P2SG+NOM^DB+VERB+ZERO+PAST+A3SG
göçmense göç+VERB+POS^DB+NOUN+INF2+A3SG+P2SG+NOM^DB+VERB+ZERO+COND+A3SG
göçüşçük göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+NOUN+DIM+A3SG+PNON+NOM
göçüştü göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A3SG
göçüştüm göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A1SG
göçüştün göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A2SG
göçüştük göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A1PL
göçüşse göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+COND+A3SG
göçüşsem göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+COND+A1SG
göçüşsen göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+COND+A2SG
göçüşsek göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+COND+A1PL
göçüştür göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
göçesiye göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+PNON+DAT
göçeside göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+PNON+LOC
göçesim göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçesime göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+P1SG+DAT
göçesin göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçesine göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+P2SG+DAT
göçesisi göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçesici göç+VERB+POS^DB+ADJ+FEELLIKE^DB+NOUN+AGT+A3SG+PNON+NOM
göçerci göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+AGT+A3SG+PNON+NOM
göçercim göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+AGT+A3SG+P1SG+NOM
göçercin göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+AGT+A3SG+P2SG+NOM
göçerlik göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+NESS+A3SG+PNON+NOM
göçerden göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+PNON+ABL
göçerim göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçerime göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P1SG+DAT
göçerin göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçerine göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P2SG+DAT
göçeri göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçerine göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+DAT
göçerler göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3PL+PNON+NOM
göçürcü göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+AGT+A3SG+PNON+NOM
göçürcüm göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+AGT+A3SG+P1SG+NOM
göçürcün göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+AGT+A3SG+P2SG+NOM
göçürlük göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+NESS+A3SG+PNON+NOM
göçürden göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+PNON+ABL
göçürüm göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçürüme göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P1SG+DAT
göçürün göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçürüne göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P2SG+DAT
göçürü göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçürüne göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+DAT
göçürler göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3PL+PNON+NOM
göçmüşçü göç+VERB+POS+NARR^DB+ADJ+ZERO^DB+NOUN+AGT+A3SG+PNON+NOM
göçmüşüm göç+VERB+POS+NARR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçmüşün göç+VERB+POS+NARR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçmüşü göç+VERB+POS+NARR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçene göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+DAT
göçende göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+LOC
göçenden göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+ABL
göçenin göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+GEN
göçenle göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+INS
göçenim göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçenime göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P1SG+DAT
göçenin göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçenine göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P2SG+DAT
göçeni göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçenine göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P3SG+DAT
göçenler göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3PL+PNON+NOM
göçenci göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+AGT+A3SG+PNON+NOM
göçencim göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+AGT+A3SG+P1SG+NOM
göçencin göç+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+AGT+A3SG+P2SG+NOM
göçücüki göç+VERB+POS^DB+NOUN+AGT+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+PNON+NOM
göçücükü göç+VERB+POS^DB+NOUN+AGT+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+PNON+NOM
göçüresi göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+FEELLIKE+A3SG+PNON+NOM
göçürme göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF2+A3SG+PNON+NOM
göçürmem göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF2+A3SG+P1SG+NOM
göçürmen göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF2+A3SG+P2SG+NOM
göçürüş göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF3+A3SG+PNON+NOM
göçürüşe göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF3+A3SG+PNON+DAT
göçürüşü göç+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
göçüreni göç+VERB^DB+VERB+CAUS+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+ACC
göçülesi göç+VERB^DB+VERB+PASS+POS^DB+NOUN+FEELLIKE+A3SG+PNON+NOM
göçülme göç+VERB^DB+VERB+PASS+POS^DB+NOUN+INF2+A3SG+PNON+NOM
göçülmem göç+VERB^DB+VERB+PASS+POS^DB+NOUN+INF2+A3SG+P1SG+NOM
göçülmen göç+VERB^DB+VERB+PASS+POS^DB+NOUN+INF2+A3SG+P2SG+NOM
göçülüş göç+VERB^DB+VERB+PASS+POS^DB+NOUN+INF3+A3SG+PNON+NOM
göçülüşe göç+VERB^DB+VERB+PASS+POS^DB+NOUN+INF3+A3SG+PNON+DAT
göçülüşü göç+VERB^DB+VERB+PASS+POS^DB+NOUN+INF3+A3SG+P3SG+NOM
göçüleni göç+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+ACC
göçleşme göç+NOUN+A3SG+PNON+NOM^DB+VERB+BECOME+POS^DB+NOUN+INF2+A3SG+PNON+NOM
göçleşiş göç+NOUN+A3SG+PNON+NOM^DB+VERB+BECOME+POS^DB+NOUN+INF3+A3SG+PNON+NOM
göçlenme göç+NOUN+A3SG+PNON+NOM^DB+VERB+ACQUIRE+POS^DB+NOUN+INF2+A3SG+PNON+NOM
göçleniş göç+NOUN+A3SG+PNON+NOM^DB+VERB+ACQUIRE+POS^DB+NOUN+INF3+A3SG+PNON+NOM
göçteki göç+NOUN+A3SG+PNON+LOC^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+PNON+NOM
göçtekim göç+NOUN+A3SG+PNON+LOC^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçtekin göç+NOUN+A3SG+PNON+LOC^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçünki göç+NOUN+A3SG+PNON+GEN^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+PNON+NOM
göçünkim göç+NOUN+A3SG+PNON+GEN^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçünkin göç+NOUN+A3SG+PNON+GEN^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçmeleş göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+VERB+BECOME+POS+IMP+A2SG
göçmelen göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+VERB+ACQUIRE+POS+IMP+A2SG
göçmeki göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+PNON+NOM
göçmekim göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçmekin göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçmekü göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+PNON+NOM
göçmeküm göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçmekün göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçüşleş göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+BECOME+POS+IMP+A2SG
göçüşlen göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ACQUIRE+POS+IMP+A2SG
göçüşmüş göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+VERB+ZERO+NARR+A3SG
göçüşki göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+PNON+NOM
göçüşkim göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçüşkin göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçüşkü göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+PNON+NOM
göçüşküm göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçüşkün göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+ADJ+REL^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçesisi göç+VERB+POS^DB+ADJ+FEELLIKE^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+PNON+NOM
göçersim göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçersin göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçürsüm göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçürsün göç+VERB+POS+AOR^DB+ADJ+ZERO^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçensi göç+VERB+POS^DB+ADJ+PRESPART^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+PNON+NOM
göçensim göç+VERB+POS^DB+ADJ+PRESPART^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçensin göç+VERB+POS^DB+ADJ+PRESPART^DB+ADJ+JUSTLIKE^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçürtme göç+VERB^DB+VERB+CAUS^DB+VERB+CAUS+POS^DB+NOUN+INF2+A3SG+PNON+NOM
göçürtüş göç+VERB^DB+VERB+CAUS^DB+VERB+CAUS+POS^DB+NOUN+INF3+A3SG+PNON+NOM
göçüreri göç+VERB^DB+VERB+CAUS+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçürürü göç+VERB^DB+VERB+CAUS+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçürene göç+VERB^DB+VERB+CAUS+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+DAT
göçüreni göç+VERB^DB+VERB+CAUS+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçülürü göç+VERB^DB+VERB+PASS+POS+AOR^DB+ADJ+ZERO^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçülene göç+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+DAT
göçüleni göç+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P3SG+NOM
göçmelim göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+WITH^DB+NOUN+ZERO+A3SG+P1SG+NOM
göçmelin göç+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM^DB+ADJ+WITH^DB+NOUN+ZERO+A3SG+P2SG+NOM
göçüşlüm göç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM^DB+ADJ+WITH^DB+NOUN+ZERO+A3SG+P1SG+NOM
